상권_코드,주중_매출_건수,주중_매출_금액,주중_매출_평균,당월_매출_금액,당월_매출_건수,당월_매출_평균,주말_매출_금액,주말_매출_건수,주말_매출_평균,상권_구분_코드,상권_구분_코드_명,상권_코드_명,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수
3110603,423208,10398760875,24571.27671,13913074687,596045,23342.32262,3514313812,172837,20333.11046,A,골목상권,지향초등학교,185868,445909,11470,양천구,11470640,신정3동,60198,434,823,13,391,6,53
3110604,448637,9421063153,20999.30044,11641346881,601156,19364.93503,2220283728,152519,14557.42385,A,골목상권,신월4동주민센터,185801,447110,11470,양천구,11470590,신월4동,150486,1258,745,17,864,26,80
3110605,123921,4313723147,34810.2674,6326179145,180993,34952.61775,2012455998,57072,35261.70448,A,골목상권,목동센트럴아이파크앞,185913,446276,11470,양천구,11470610,신월6동,38129,547,870,17,324,9,44
3110606,1458530,21014276304,14407.84646,30706843144,2070362,14831.63,9692566840,611832,15841.87627,A,골목상권,신한은행 신월동지점,185964,446724,11470,양천구,11470590,신월4동,158709,1566,419,17,487,24,97
3110607,31764,2897669354,91224.95133,3803913376,41661,91306.33869,906244022,9897,91567.54794,A,골목상권,금빛새마을금고본점,186338,446751,11470,양천구,11470570,신월2동,36823,352,479,9,223,6,13
3110608,381249,6579085419,17256.66276,8617908435,536607,16060.00003,2038823016,155358,13123.38609,A,골목상권,신월2동주민센터,186375,447299,11470,양천구,11470570,신월2동,199259,1226,411,11,280,19,45
3110609,98988,940345421,9499.590061,1346337051,141760,9497.29861,405991630,42772,9491.995464,A,골목상권,신정네거리역 2번,186656,446922,11470,양천구,11470640,신정3동,48181,333,344,7,120,10,4
3110610,65231,749494904,11489.85764,1082004081,96647,11195.42336,332509177,31416,10584.07108,A,골목상권,계남근린공원,186751,446350,11470,양천구,11470640,신정3동,70654,344,470,8,170,4,7
3110611,312277,4211090241,13485.11175,5801473440,442490,13110.97073,1590383199,130213,12213.70523,A,골목상권,신정역 1번,187335,447451,11470,양천구,11470650,신정4동,105248,621,434,10,84,12,23
3110612,450276,6861552919,15238.54907,9606408604,629466,15261.20331,2744855685,179190,15318.12983,A,골목상권,신정역 5번,187264,447115,11470,양천구,11470650,신정4동,167833,1607,444,21,589,25,55
3110613,29458,1655242042,56189.89891,2369181602,41607,56941.89925,713939560,12149,58765.29426,A,골목상권,신정네거리역 4번,187307,446653,11470,양천구,11470620,신정1동,23861,253,150,2,133,9,12
3110614,105894,7763831432,73317.00976,11533050818,153892,74942.49745,3769219386,47998,78528.6759,A,골목상권,목동로데오거리,187652,447633,11470,양천구,11470650,신정4동,77332,1078,526,12,662,13,16
3110615,413552,12868036282,31115.88454,15457666883,528788,29232.25732,2589630601,115236,22472.40967,A,골목상권,신서초등학교,187732,446840,11470,양천구,11470620,신정1동,31057,789,564,21,764,22,41
3110616,9987,442782746,44335.91128,523221835,11138,46976.28255,80439089,1151,69886.26325,A,골목상권,양목초등학교,187814,447073,11470,양천구,11470650,신정4동,15723,252,228,4,325,8,8
3110617,29112,598820890,20569.55517,771222357,43909,17564.10661,172401467,14797,11651.10948,A,골목상권,등촌역 4번,188071,449651,11470,양천구,11470530,목3동,57686,537,578,11,483,11,16
3110618,513187,5198087518,10129.03195,7536908740,737145,10224.45888,2338821222,223958,10443.12426,A,골목상권,강서고등학교,188103,448419,11470,양천구,11470540,목4동,123264,1274,445,21,597,29,54
3110619,22431,5944770689,265024.7733,7533886960,28546,263920.9332,1589116271,6115,259871.835,A,골목상권,목4동주민센터,188148,448006,11470,양천구,11470540,목4동,39755,489,458,9,425,11,15
3110620,894078,17619773034,19707.19896,23005494876,1182338,19457.62961,5385721842,288260,18683.55596,A,골목상권,목동보건지소,188258,448850,11470,양천구,11470540,목4동,177925,2060,643,33,820,53,123
3110621,260197,17552847734,67459.83902,22045151766,348214,63309.20574,4492304032,88017,51039.04964,A,골목상권,목동역 5번,188298,447305,11470,양천구,11470510,목1동,34475,385,188,6,170,8,35
3110622,573896,7560342683,13173.71559,9937068822,789385,12588.36793,2376726139,215489,11029.45458,A,골목상권,달마을공원,188467,449542,11470,양천구,11470520,목2동,90372,939,467,14,225,16,37
3110623,145876,2260305712,15494.70586,3505902836,193709,18098.81232,1245597124,47833,26040.53946,A,골목상권,갈산공원,188487,445288,11470,양천구,11470680,신정7동,156540,143,158,3,0,2,4
3110624,23327,2472953387,106012.4914,2843860587,28217,100785.363,370907200,4890,75850.14315,A,골목상권,목동문화체육센터,188603,449088,11470,양천구,11470520,목2동,43801,316,308,6,116,6,17
3110625,708264,33667089867,47534.66203,44494886844,939204,47375.10365,10827796977,230940,46885.75811,A,골목상권,신정2동주민센터,188656,446559,11470,양천구,11470630,신정2동,100874,2092,670,43,519,35,166
3110626,150239,2755067544,18337.89857,3668545278,213599,17174.91785,913477734,63360,14417.26222,A,골목상권,양화초등학교,188812,449453,11470,양천구,11470520,목2동,127884,1051,427,13,422,18,33
3110627,915501,26310524232,28738.93555,35002757270,1252912,27937.12349,8692233038,337411,25761.55798,A,골목상권,신정롯데캐슬아파트,188832,446731,11470,양천구,11470630,신정2동,80881,1445,829,31,760,29,80
3110628,273,3497598,12811.71429,4067577,286,14222.2972,569979,13,43844.53846,A,골목상권,신목동역,189379,449524,11470,양천구,11470520,목2동,95041,383,145,4,226,5,20
3110629,2326,175832961,75594.56621,208300374,2962,70324.2316,32467413,636,51049.39151,A,골목상권,송정역 4번,183092,451129,11500,강서구,11500620,공항동,37678,143,225,4,358,5,2
3110630,802253,15931058217,19857.89797,20010516738,1100079,18190.07247,4079458521,297826,13697.45597,A,골목상권,공항시장역 1번,183081,451771,11500,강서구,11500640,방화2동,187213,1459,420,12,473,22,50
