id,geom,grid_id,p_val,p_m,p_w,d_csv,d_coffee,d_kfood,d_pharm,d_salon,sido_cd,sido_nm,버스정류장수,1km이내_버스정류장_수,500m이내_버스정류장_수,300m이내_버스정류장_수,200m이내_버스정류장_수,100m이내_버스정류장_수,당월_매출_금액,당월_매출_건수,개업_점포_수,폐업_점포_수
1841,"MULTIPOLYGON (((189673.13674731093 547906.8552103061, 189672.60492011788 548006.8902826385, 189772.63999787276 548007.4221153003, 189773.171825111 547907.3870320764, 189673.13674731093 547906.8552103061)))",다사455481,0,0,0,0,0,0,0,0,11,서울특별시,0,19,1,1,0,0,0,0,0,0
1843,"MULTIPOLYGON (((189672.07308203206 548106.9253549263, 189671.54123305719 548206.9604271702, 189771.57631072507 548207.4922816143, 189772.10815974436 548107.4571984768, 189672.07308203206 548106.9253549263)))",다사455483,752,387,365,0,0,0,0,0,11,서울특별시,1,14,5,1,1,1,0,0,0,0
1844,"MULTIPOLYGON (((189671.54123305719 548206.9604271702, 189671.00937319256 548306.9954993716, 189771.04445081635 548307.5273647051, 189771.57631072507 548207.4922816143, 189671.54123305719 548206.9604271702)))",다사455484,159,80,79,0,0,0,0,0,11,서울특별시,0,14,7,2,1,1,0,0,0,0
1334,"MULTIPOLYGON (((188376.93594800952 547099.6620836947, 188376.40420850174 547199.6970147821, 188476.43914501503 547200.228759756, 188476.97088456247 547100.193817777, 188376.93594800952 547099.6620836947)))",다사442473,0,0,0,0,0,0,0,0,11,서울특별시,0,36,14,4,2,0,0,0,0,0
775,"MULTIPOLYGON (((186681.66048211796 546090.2751491755, 186681.12885222968 546190.309895498, 186781.16360397998 546190.8415308519, 186781.69523390796 546090.8067736366, 186681.66048211796 546090.2751491755)))",다사425463,0,0,0,0,0,0,0,0,11,서울특별시,0,37,4,0,0,0,0,0,0,0
1777,"MULTIPOLYGON (((189368.24474363285 548805.5751006354, 189367.71281855562 548905.6101399066, 189467.74786325006 548906.1420704477, 189468.2797883692 548806.1070202885, 189368.24474363285 548805.5751006354)))",다사452490,622,290,332,0,0,0,0,0,11,서울특별시,0,19,5,1,1,0,0,0,0,0
21,"MULTIPOLYGON (((184380.8641975414 546078.0477972439, 184380.33256853078 546178.0822930223, 184480.3670697377 546178.6139274974, 184480.8986987847 546078.5794208276, 184380.8641975414 546078.0477972439)))",다사402463,0,0,0,0,0,0,0,0,11,서울특별시,0,11,3,0,0,0,0,0,0,0
1847,"MULTIPOLYGON (((189669.94562078879 548507.0656436427, 189669.41372825266 548607.1007157145, 189769.4488057464 548607.6326137155, 189769.9806983255 548507.5975307564, 189669.94562078879 548507.0656436427)))",다사455487,230,130,100,0,0,2,0,0,11,서울특별시,1,16,6,4,2,2,0,0,0,0
1848,"MULTIPOLYGON (((189669.41372825266 548607.1007157145, 189668.88182482606 548707.1357877388, 189768.91690227715 548707.6676966328, 189769.4488057464 548607.6326137155, 189669.41372825266 548607.1007157145)))",다사455488,0,0,0,0,0,0,0,0,11,서울특별시,0,19,6,4,3,1,0,0,0,0
1849,"MULTIPOLYGON (((189668.88182482606 548707.1357877388, 189668.3499105105 548807.1708597215, 189768.38498791703 548807.7027795048, 189768.91690227715 548707.6676966328, 189668.88182482606 548707.1357877388)))",다사455489,0,0,0,0,0,0,0,0,11,서울특별시,0,20,4,3,2,0,0,0,0,0
1850,"MULTIPOLYGON (((189668.3499105105 548807.1708597215, 189667.81798530524 548907.2059316608, 189767.85306266756 548907.737862333, 189768.38498791703 548807.7027795048, 189668.3499105105 548807.1708597215)))",다사455490,0,0,0,0,0,0,0,0,11,서울특별시,0,21,5,2,0,0,0,0,0,0
1851,"MULTIPOLYGON (((189667.81798530524 548907.2059316608, 189667.28604920954 549007.2410035578, 189767.32112652797 549007.7729451192, 189767.85306266756 548907.737862333, 189667.81798530524 548907.2059316608)))",다사455491,0,0,0,0,0,0,0,0,11,서울특별시,0,23,5,1,0,0,0,0,0,0
679,"MULTIPOLYGON (((186174.04307966953 547488.102709889, 186173.51129748602 547588.1374011986, 186273.54599422254 547588.6691888476, 186274.0777764457 547488.6344866465, 186174.04307966953 547488.102709889)))",다사420477,0,0,0,0,0,0,0,0,11,서울특별시,0,29,2,0,0,0,0,0,0,0
860,"MULTIPOLYGON (((187081.26792458276 546192.4364371545, 187080.73628364282 546292.4712270084, 187180.77107892232 546293.002873416, 187181.30271990332 546192.9680726699, 187081.26792458276 546192.4364371545)))",다사429464,264,142,122,0,0,0,0,0,11,서울특별시,0,30,6,2,0,0,0,0,0,0
1071,"MULTIPOLYGON (((187879.41996173374 546596.829030155, 187878.88827689606 546696.8639069888, 187978.92315915442 546697.3955972932, 187979.45484403276 546597.3607095679, 187879.41996173374 546596.829030155)))",다사437468,339,162,177,1,2,0,0,1,11,서울특별시,0,45,13,2,0,0,0,0,0,0
78,"MULTIPOLYGON (((184577.2115785772 546779.3526666178, 184576.6798732441 546879.3871839236, 184676.7143959757 546879.918894723, 184677.24610134782 546779.8843665257, 184577.2115785772 546779.3526666178)))",다사404470,0,0,0,0,0,0,0,0,11,서울특별시,0,14,0,0,0,0,0,0,0,0
1099,"MULTIPOLYGON (((187864.52866935034 549397.8055659055, 187863.99667957285 549497.8404415844, 187964.03156067606 549498.3724368281, 187964.5635504951 549398.3375502584, 187864.52866935034 549397.8055659055)))",다사437496,384,174,210,0,0,0,0,0,11,서울특별시,0,4,0,0,0,0,0,0,0,0
111,"MULTIPOLYGON (((184679.90446481382 546279.7117249802, 184679.372813906 546379.7462533623, 184779.40734771572 546380.2779097359, 184779.93899866176 546280.2433704594, 184679.90446481382 546279.7117249802)))",다사405465,63,36,27,0,0,0,0,0,11,서울특별시,0,16,5,2,0,0,0,0,0,0
36,"MULTIPOLYGON (((184364.91058922655 549079.0826546478, 184364.37863347898 549179.1171493272, 184464.41313358516 549179.6491105389, 184464.94508936885 549079.6146049693, 184364.91058922655 549079.0826546478)))",다사402493,0,0,0,0,0,0,0,0,11,서울특별시,0,26,6,4,0,0,0,0,0,0
1286,"MULTIPOLYGON (((188275.30577127694 547399.2351101146, 188274.77399913722 547499.2700301844, 188374.8089246308 547499.801807791, 188375.3406968142 547399.7668768282, 188275.30577127694 547399.2351101146)))",다사441476,301,149,152,0,0,0,0,0,11,서울특별시,0,34,11,5,2,0,0,0,0,0
8,"MULTIPOLYGON (((184269.66321134233 548178.2403486078, 184269.13135363776 548278.274832727, 184369.1658431832 548278.8066958938, 184369.6977009232 548178.7722008837, 184269.66321134233 548178.2403486078)))",다사401484,0,0,0,0,0,0,0,0,11,서울특별시,0,19,1,0,0,0,0,0,0,0
1898,"MULTIPOLYGON (((189971.11463873627 548308.5910955018, 189970.5827678477 548408.626200331, 190070.61787809938 548409.1580766843, 190071.14974903167 548309.1229609656, 189971.11463873627 548308.5910955018)))",다사458485,0,0,0,0,0,0,0,0,11,서울특별시,0,16,4,1,1,1,0,0,0,0
819,"MULTIPOLYGON (((186880.66672575928 546291.4079343142, 186880.13507400497 546391.4427023425, 186980.1698474602 546391.974359563, 186980.70149925424 546291.9395806418, 186880.66672575928 546291.4079343142)))",다사427465,207,100,107,0,0,0,0,0,11,서울특별시,0,33,3,0,0,0,67625255.06,96647,0.5,0.25
820,"MULTIPOLYGON (((186880.13507400497 546391.4427023425, 186879.60341135826 546491.4774703297, 186979.63818477414 546492.0091384439, 186980.1698474602 546391.974359563, 186880.13507400497 546391.4427023425)))",다사427466,0,0,0,0,0,0,0,0,11,서울특별시,0,32,3,0,0,0,67625255.06,96647,0.5,0.25
822,"MULTIPOLYGON (((186879.0717378207 546591.5122382786, 186878.5400533871 546691.5470061866, 186978.57482672328 546692.0786960853, 186979.1065111954 546592.043917285, 186879.0717378207 546591.5122382786)))",다사427468,39,20,19,0,1,0,0,0,11,서울특별시,0,31,8,2,0,0,2054371149,3252106.5,1.55952381,2.25
1899,"MULTIPOLYGON (((189970.5827678477 548408.626200331, 189970.05088607123 548508.6613051143, 190070.08599627725 548509.1931923598, 190070.61787809938 548409.1580766843, 189970.5827678477 548408.626200331)))",다사458486,0,0,0,0,0,0,0,0,11,서울특별시,0,20,4,2,1,1,0,0,0,0
1900,"MULTIPOLYGON (((189970.05088607123 548508.6613051143, 189969.51899340382 548608.6964098535, 190069.55410356686 548609.2283079892, 190070.08599627725 548509.1931923598, 189970.05088607123 548508.6613051143)))",다사458487,0,0,0,0,0,0,0,0,11,서울특별시,0,20,4,2,1,0,0,0,0,0
1901,"MULTIPOLYGON (((189969.51899340382 548608.6964098535, 189968.98708984477 548708.7315145497, 190069.02219996287 548709.2634235746, 190069.55410356686 548609.2283079892, 189969.51899340382 548608.6964098535)))",다사458488,0,0,0,1,1,2,0,0,11,서울특별시,0,22,4,2,0,0,0,0,0,0
3,"MULTIPOLYGON (((184166.43742329808 548777.9153351929, 184165.90550029004 548877.9498082027, 184265.9399787279 548878.4817366725, 184266.4719017698 548778.4472527727, 184166.43742329808 548777.9153351929)))",다사400490,0,0,0,0,0,0,0,0,11,서울특별시,0,22,4,2,1,0,0,0,0,0
4,"MULTIPOLYGON (((184165.90550029004 548877.9498082027, 184165.37356639488 548977.9842811776, 184265.40804479472 548978.5162205362, 184265.9399787279 548878.4817366725, 184165.90550029004 548877.9498082027)))",다사400491,0,0,0,0,0,0,0,0,11,서울특별시,0,22,4,2,1,0,0,0,0,0
1858,"MULTIPOLYGON (((189774.7672414786 547607.2817821447, 189774.23544691317 547707.3168655003, 189874.27053569036 547707.8486655301, 189874.8023302991 547607.8135712858, 189774.7672414786 547607.2817821447)))",다사456478,0,0,0,0,0,0,0,0,11,서울특별시,0,22,0,0,0,0,0,0,0,0
1859,"MULTIPOLYGON (((189774.23544691317 547707.3168655003, 189773.70364145754 547807.3519488106, 189873.73873019184 547807.8837597326, 189874.27053569036 547707.8486655301, 189774.23544691317 547707.3168655003)))",다사456479,0,0,0,0,0,0,0,0,11,서울특별시,0,21,1,0,0,0,0,0,0,0
34,"MULTIPOLYGON (((184365.9744680548 548879.0136651784, 184365.4425340842 548979.048159933, 184465.477034263 548979.5800993637, 184466.0089682704 548879.5455937219, 184365.9744680548 548879.0136651784)))",다사402491,0,0,0,0,0,0,0,0,11,서울특별시,0,26,10,4,4,2,0,0,0,0
35,"MULTIPOLYGON (((184365.4425340842 548979.048159933, 184364.91058922655 549079.0826546478, 184464.94508936885 549079.6146049693, 184465.477034263 548979.5800993637, 184365.4425340842 548979.048159933)))",다사402492,0,0,0,0,1,0,0,0,11,서울특별시,0,27,7,4,4,0,0,0,0,0
382,"MULTIPOLYGON (((185279.5801801647 546382.9361921586, 185279.04851814025 546482.9707858609, 185379.08311727137 546483.5024533513, 185379.61477933434 546383.4678487553, 185279.5801801647 546382.9361921586)))",다사411466,0,0,0,0,0,0,0,0,11,서울특별시,0,30,11,2,1,0,0,0,0,0
383,"MULTIPOLYGON (((185279.04851814025 546482.9707858609, 185278.51684522288 546583.0053795264, 185378.55144431588 546583.5370579096, 185379.08311727137 546483.5024533513, 185279.04851814025 546482.9707858609)))",다사411467,0,0,0,0,0,0,0,0,11,서울특별시,0,29,11,2,0,0,0,0,0,0
23,"MULTIPOLYGON (((184379.8009286276 546278.1167887625, 184379.26927782904 546378.1512844651, 184479.30377896223 546378.6829407269, 184479.83542979634 546278.6484341299, 184379.8009286276 546278.1167887625)))",다사402465,0,0,0,0,0,0,0,0,11,서울특별시,0,8,2,0,0,0,0,0,0,0
1112,"MULTIPOLYGON (((187984.7710937121 545597.0118300278, 187984.239517765 545697.0467181673, 188084.2744113294 545697.5782995827, 188084.8059873184 545597.543400548, 187984.7710937121 545597.0118300278)))",다사438458,0,0,0,0,0,0,0,0,11,서울특별시,0,35,12,7,1,0,0,0,0,0
1863,"MULTIPOLYGON (((189772.10815974436 548107.4571984768, 189771.57631072507 548207.4922816143, 189871.6113992846 548208.0241360995, 189872.1432483476 548107.9890420741, 189772.10815974436 548107.4571984768)))",다사456483,777,381,396,0,0,0,0,0,11,서울특별시,0,15,5,1,1,1,0,0,0,0
1864,"MULTIPOLYGON (((189771.57631072507 548207.4922816143, 189771.04445081635 548307.5273647051, 189871.0795393303 548308.0592300812, 189871.6113992846 548208.0241360995, 189771.57631072507 548207.4922816143)))",다사456484,792,397,395,0,0,0,0,0,11,서울특별시,0,16,5,2,1,0,0,0,0,0
1865,"MULTIPOLYGON (((189771.04445081635 548307.5273647051, 189770.5125800175 548407.5624477527, 189870.54766848622 548408.0943240196, 189871.0795393303 548308.0592300812, 189771.04445081635 548307.5273647051)))",다사456485,251,138,113,0,0,0,0,0,11,서울특별시,0,16,6,4,1,0,0,0,0,0
1866,"MULTIPOLYGON (((189770.5125800175 548407.5624477527, 189769.9806983255 548507.5975307564, 189870.01578675385 548508.1294179141, 189870.54766848622 548408.0943240196, 189770.5125800175 548407.5624477527)))",다사456486,396,192,204,0,1,1,0,0,11,서울특별시,0,17,6,3,2,0,0,0,0,0
1867,"MULTIPOLYGON (((189769.9806983255 548507.5975307564, 189769.4488057464 548607.6326137155, 189869.48389413022 548608.1645117633, 189870.01578675385 548508.1294179141, 189769.9806983255 548507.5975307564)))",다사456487,304,153,151,0,0,0,0,0,11,서울특별시,0,18,6,2,2,1,0,0,0,0
1359,"MULTIPOLYGON (((188363.6391931006 549600.5353482906, 188363.10718133888 549700.5702783307, 188463.14211680094 549701.1022955579, 188463.6741286046 549601.0673546304, 188363.6391931006 549600.5353482906)))",다사442498,607,291,316,0,0,0,0,0,11,서울특별시,0,12,2,1,0,0,552059379,789385,0.777777778,0.888888889
840,"MULTIPOLYGON (((186980.70149925424 546291.9395806418, 186980.1698474602 546391.974359563, 187080.20463180746 546392.5060168239, 187080.73628364282 546292.4712270084, 186980.70149925424 546291.9395806418)))",다사428465,106,60,46,0,0,0,0,1,11,서울특별시,0,35,5,0,0,0,1874419770,3280988.5,0.976190476,1.041666667
841,"MULTIPOLYGON (((186980.1698474602 546391.974359563, 186979.63818477414 546492.0091384439, 187079.67296908048 546492.5408065984, 187080.20463180746 546392.5060168239, 186980.1698474602 546391.974359563)))",다사428466,84,57,27,0,1,4,0,2,11,서울특별시,0,33,5,0,0,0,3681214286,6465330,1.452380952,1.833333333
843,"MULTIPOLYGON (((186979.1065111954 546592.043917285, 186978.57482672328 546692.0786960853, 187078.60961094903 546692.6103860242, 187079.14129546122 546592.5755963305, 186979.1065111954 546592.043917285)))",다사428468,22,8,14,1,2,6,0,2,11,서울특별시,0,32,8,2,0,0,2054371149,3252106.5,1.55952381,2.25
844,"MULTIPOLYGON (((186978.57482672328 546692.0786960853, 186978.04313135715 546792.113474847, 187078.07791554544 546792.6451756776, 187078.60961094903 546692.6103860242, 186978.57482672328 546692.0786960853)))",다사428469,79,47,32,0,2,3,0,2,11,서울특별시,0,32,8,4,2,0,3238483190,3495671.5,1.226190476,1.616666667
845,"MULTIPOLYGON (((186978.04313135715 546792.113474847, 186977.5114251008 546892.1482535673, 187077.54620924755 546892.67996529, 187078.07791554544 546792.6451756776, 186978.04313135715 546792.113474847)))",다사428470,9,7,0,0,1,0,0,5,11,서울특별시,2,31,11,8,4,2,3238483190,3495671.5,1.226190476,1.616666667
1868,"MULTIPOLYGON (((189769.4488057464 548607.6326137155, 189768.91690227715 548707.6676966328, 189868.9519906168 548708.1996055685, 189869.48389413022 548608.1645117633, 189769.4488057464 548607.6326137155)))",다사456488,229,88,141,2,1,3,0,3,11,서울특별시,0,21,5,3,1,1,0,0,0,0
1869,"MULTIPOLYGON (((189768.91690227715 548707.6676966328, 189768.38498791703 548807.7027795048, 189868.4200762129 548808.23469933, 189868.9519906168 548708.1996055685, 189768.91690227715 548707.6676966328)))",다사456489,0,0,0,0,0,0,0,0,11,서울특별시,0,23,5,3,1,0,0,0,0,0
1870,"MULTIPOLYGON (((189768.38498791703 548807.7027795048, 189767.85306266756 548907.737862333, 189867.88815091996 548908.2697930511, 189868.4200762129 548808.23469933, 189768.38498791703 548807.7027795048)))",다사456490,0,0,0,0,0,0,0,0,11,서울특별시,0,24,4,1,0,0,0,0,0,0
31,"MULTIPOLYGON (((184367.57020462342 548578.9101807004, 184367.03830332382 548678.9446755626, 184467.07280361187 548679.4765823265, 184467.60470494936 548579.4420765743, 184367.57020462342 548578.9101807004)))",다사402488,0,0,0,0,0,0,0,0,11,서울특별시,0,22,13,3,0,0,0,0,0,0
799,"MULTIPOLYGON (((186780.1003114444 546390.9110451622, 186779.5686488377 546490.945802258, 186879.60341135826 546491.4774703297, 186880.13507400497 546391.4427023425, 186780.1003114444 546390.9110451622)))",다사426466,0,0,0,0,0,0,0,1,11,서울특별시,0,31,2,0,0,0,0,0,0,0
879,"MULTIPOLYGON (((187183.42917489534 545792.8288692757, 187182.89757748757 545892.8636701846, 187282.93238382388 545893.3952730602, 187283.46398127146 545793.3604612569, 187183.42917489534 545792.8288692757)))",다사430460,96,43,53,0,0,0,0,0,11,서울특별시,0,27,10,5,3,0,0,0,0,0
1123,"MULTIPOLYGON (((187978.92315915442 546697.3955972932, 187978.3914633816 546797.430484978, 188078.4263564926 546797.9621862179, 188078.95805230725 546697.9272876407, 187978.92315915442 546697.3955972932)))",다사438469,206,93,113,0,0,0,0,0,11,서울특별시,0,46,13,5,0,0,0,0,0,0
1229,"MULTIPOLYGON (((188177.92955374825 546898.528796925, 188177.39783610974 546998.5637063115, 188277.43275092132 546999.0954294165, 188277.9644686017 546899.0605091392, 188177.92955374825 546898.528796925)))",다사440471,743,332,411,0,0,0,0,0,11,서울특별시,0,39,16,5,2,1,0,0,0,0
1612,"MULTIPOLYGON (((188982.46252924146 546102.5025220902, 188981.9308984052 546202.5375189545, 189081.96590069638 546203.069155258, 189082.49753157425 546103.0341475015, 188982.46252924146 546102.5025220902)))",다사448463,351,175,176,0,0,1,0,1,11,서울특별시,0,17,0,0,0,0,0,0,0,0
1871,"MULTIPOLYGON (((189767.85306266756 548907.737862333, 189767.32112652797 549007.7729451192, 189867.3562147373 549008.304886726, 189867.88815091996 548908.2697930511, 189767.85306266756 548907.737862333)))",다사456491,0,0,0,0,0,0,0,0,11,서울특별시,0,25,5,0,0,0,0,0,0,0
1872,"MULTIPOLYGON (((189767.32112652797 549007.7729451192, 189766.7891794998 549107.8080278602, 189866.8242676641 549108.3399803564, 189867.3562147373 549008.304886726, 189767.32112652797 549007.7729451192)))",다사456492,0,0,0,0,0,0,0,0,11,서울특별시,0,23,4,0,0,0,0,0,0,0
1873,"MULTIPOLYGON (((189766.7891794998 549107.8080278602, 189766.25722158232 549207.8431105559, 189866.2923097019 549208.3750739407, 189866.8242676641 549108.3399803564, 189766.7891794998 549107.8080278602)))",다사456493,0,0,0,0,0,0,0,0,11,서울특별시,0,23,3,2,0,0,0,0,0,0
1903,"MULTIPOLYGON (((189968.45517539777 548808.7666192012, 189967.9232500599 548908.8017238108, 190067.95836009146 548909.3336546132, 190068.49028547131 548809.2985391156, 189968.45517539777 548808.7666192012)))",다사458490,0,0,0,0,0,0,0,0,11,서울특별시,0,24,4,0,0,0,0,0,0,0
1439,"MULTIPOLYGON (((188573.8152310885 547700.9352684894, 188573.28342614905 547800.9702211085, 188673.31838418997 547801.502031515, 188673.85018917208 547701.4670680065, 188573.8152310885 547700.9352684894)))",다사444479,0,0,0,0,0,0,0,0,11,서울특별시,0,25,6,2,1,0,2723763889,8420889,1.944444444,3.013888889
868,"MULTIPOLYGON (((187077.01449205916 546992.7147548613, 187076.48276397737 547092.749544395, 187176.51755893632 547093.2812779434, 187177.04928705818 546993.2464775173, 187077.01449205916 546992.7147548613)))",다사429472,452,220,232,0,1,1,0,2,11,서울특별시,0,29,13,9,2,0,331255469.1,629466,0.724137931,0.862068966
869,"MULTIPOLYGON (((187076.48276397737 547092.749544395, 187075.95102500377 547192.7843338877, 187175.98581992302 547193.3160783283, 187176.51755893632 547093.2812779434, 187076.48276397737 547092.749544395)))",다사429473,533,256,277,0,0,0,0,0,11,서울특별시,0,26,13,6,2,0,331255469.1,629466,0.724137931,0.862068966
870,"MULTIPOLYGON (((187075.95102500377 547192.7843338877, 187075.4192751399 547292.8191233394, 187175.45407001761 547293.3508786707, 187175.98581992302 547193.3160783283, 187075.95102500377 547192.7843338877)))",다사429474,241,123,118,0,0,2,0,2,11,서울특별시,2,26,12,2,2,2,331255469.1,629466,0.724137931,0.862068966
872,"MULTIPOLYGON (((187074.88751438283 547392.853912752, 187074.35574273416 547492.8887021235, 187174.39053753222 547493.420479238, 187174.92230921943 547393.3856789734, 187074.88751438283 547392.853912752)))",다사429476,594,275,319,0,0,0,0,0,11,서울특별시,0,30,4,2,2,0,241728060,442490,0.416666667,0.5
873,"MULTIPOLYGON (((187074.35574273416 547492.8887021235, 187073.8239601932 547592.9234914555, 187173.8587549509 547593.4552794608, 187174.39053753222 547493.420479238, 187074.35574273416 547492.8887021235)))",다사429477,368,174,194,0,0,0,0,0,11,서울특별시,0,27,2,2,0,0,241728060,442490,0.416666667,0.5
885,"MULTIPOLYGON (((187180.23942704854 546393.0376741231, 187179.70776428134 546493.0724747912, 187279.74257037404 546493.6041430237, 187280.27423318083 546393.569331464, 187180.23942704854 546393.0376741231)))",다사430466,408,186,222,0,0,0,0,1,11,서울특별시,0,37,9,0,0,0,3681214286,6465330,1.452380952,1.833333333
429,"MULTIPOLYGON (((185378.0197604673 546683.5716624291, 185377.48806572714 546783.6062669103, 185477.52267563503 546784.137967117, 185478.0543704141 546684.1033517421, 185378.0197604673 546683.5716624291)))",다사412469,61,25,36,0,0,0,0,1,11,서울특별시,0,29,11,2,1,0,670557213.7,1332746.5,0.410991637,0.789725209
889,"MULTIPOLYGON (((187178.11271062354 546793.1768765472, 187177.58100428703 546893.2116770531, 187277.61581021882 546893.743388856, 187278.14751659552 546793.7085774591, 187178.11271062354 546793.1768765472)))",다사430470,110,56,54,1,3,3,0,3,11,서울특별시,0,37,13,5,4,2,3238483190,3495671.5,1.226190476,1.616666667
891,"MULTIPOLYGON (((187177.04928705818 546993.2464775173, 187176.51755893632 547093.2812779434, 187276.55236478668 547093.8130115292, 187277.08409294795 546993.7782002131, 187177.04928705818 546993.2464775173)))",다사430472,487,248,239,1,0,1,0,7,11,서울특별시,0,32,14,7,2,0,331255469.1,629466,0.724137931,0.862068966
106,"MULTIPOLYGON (((184682.56255595305 545779.5390825083, 184682.03095951205 545879.5736110761, 184782.06549350795 545880.1052129829, 184782.597089987 545780.0706735222, 184682.56255595305 545779.5390825083)))",다사405460,0,0,0,0,0,0,0,0,11,서울특별시,0,18,6,3,0,0,0,0,0,0
80,"MULTIPOLYGON (((184576.1481570173 546979.4217011926, 184575.61642989836 547079.4562184248, 184675.65095255763 547079.987951008, 184676.18267971478 546979.9534228828, 184576.1481570173 546979.4217011926)))",다사404472,134,71,63,0,0,0,0,0,11,서울특별시,0,9,0,0,0,0,0,0,0,0
108,"MULTIPOLYGON (((184681.49935217714 545979.6081396091, 184680.96773394992 546079.6426681024, 184781.002267871 546080.1742917958, 184781.53388613765 545980.1397524088, 184681.49935217714 545979.6081396091)))",다사405462,0,0,0,0,0,0,0,0,11,서울특별시,0,15,6,3,3,2,0,0,0,0
187,"MULTIPOLYGON (((184761.85675642508 549681.4176850177, 184761.32473519718 549781.4522230324, 184861.35927863777 549781.9842497235, 184861.89129990185 549681.9497008222, 184761.85675642508 549681.4176850177)))",다사406499,0,0,0,0,0,0,0,0,11,서울특별시,0,30,0,0,0,0,0,0,0,0
109,"MULTIPOLYGON (((184680.96773394992 546079.6426681024, 184680.4361048275 546179.677196559, 184780.47063871406 546180.2088311453, 184781.002267871 546080.1742917958, 184680.96773394992 546079.6426681024)))",다사405463,472,221,251,0,0,0,0,0,11,서울특별시,0,17,5,4,3,1,0,0,0,0
1883,"MULTIPOLYGON (((189871.0795393303 548308.0592300812, 189870.54766848622 548408.0943240196, 189970.5827678477 548408.626200331, 189971.11463873627 548308.5910955018, 189871.0795393303 548308.0592300812)))",다사457485,141,74,67,0,0,0,0,0,11,서울특별시,0,16,5,4,1,0,0,0,0,0
1884,"MULTIPOLYGON (((189870.54766848622 548408.0943240196, 189870.01578675385 548508.1294179141, 189970.05088607123 548508.6613051143, 189970.5827678477 548408.626200331, 189870.54766848622 548408.0943240196)))",다사457486,155,72,83,0,0,0,0,0,11,서울특별시,0,18,6,3,2,0,0,0,0,0
899,"MULTIPOLYGON (((187285.05870825407 545493.2560256084, 187284.527143487 545593.290837532, 187384.56196083612 545593.8224077655, 187385.0935256436 545493.7875849484, 187285.05870825407 545493.2560256084)))",다사431457,0,0,0,0,0,0,0,0,11,서울특별시,0,32,9,3,3,0,0,0,0,0
955,"MULTIPOLYGON (((187480.87553012243 546294.5978128824, 187480.34387812632 546394.632646267, 187580.3787169387 546395.1643037297, 187580.910368975 546295.1294594508, 187480.87553012243 546294.5978128824)))",다사433465,268,129,139,0,0,0,0,0,11,서울특별시,0,47,7,3,1,1,0,0,0,0
22,"MULTIPOLYGON (((184380.33256853078 546178.0822930223, 184379.8009286276 546278.1167887625, 184479.83542979634 546278.6484341299, 184480.3670697377 546178.6139274974, 184380.33256853078 546178.0822930223)))",다사402464,0,0,0,0,0,0,0,0,11,서울특별시,0,9,3,0,0,0,0,0,0,0
882,"MULTIPOLYGON (((187181.83434999225 546092.9332718821, 187181.30271990332 546192.9680726699, 187281.3375261182 546193.4997082235, 187281.8691562457 546093.4648965449, 187181.83434999225 546092.9332718821)))",다사430463,0,0,0,1,0,0,0,3,11,서울특별시,0,35,7,5,3,0,0,0,0,0
801,"MULTIPOLYGON (((186779.03697533748 546590.9805593126, 186778.50529094535 546691.015316329, 186878.5400533871 546691.5470061866, 186879.0717378207 546591.5122382786, 186779.03697533748 546590.9805593126)))",다사426468,87,49,38,1,0,0,0,0,11,서울특별시,0,30,8,0,0,0,0,0,0,0
923,"MULTIPOLYGON (((187384.56196083612 545593.8224077655, 187384.03038513474 545693.8572305433, 187484.06521333844 545694.3888117115, 187484.59678908138 545594.3539780409, 187384.56196083612 545593.8224077655)))",다사432458,0,0,0,0,0,0,0,0,11,서울특별시,1,29,14,3,3,3,0,0,0,0
1098,"MULTIPOLYGON (((187865.0606482389 549297.770690187, 187864.52866935034 549397.8055659055, 187964.5635504951 549398.3375502584, 187965.09552942333 549298.3026636498, 187865.0606482389 549297.770690187)))",다사437495,495,230,265,1,0,0,0,0,11,서울특별시,0,2,0,0,0,0,0,0,0,0
1895,"MULTIPOLYGON (((189972.71018605714 548008.4857807528, 189972.1783478391 548108.5208857137, 190072.21345822306 548109.0527293967, 190072.74529648366 548009.0176135456, 189972.71018605714 548008.4857807528)))",다사458482,0,0,0,0,0,0,0,0,11,서울특별시,0,22,2,0,0,0,0,0,0,0
62,"MULTIPOLYGON (((184466.0089682704 548879.5455937219, 184465.477034263 548979.5800993637, 184565.51154533296 548980.1120388333, 184566.04347937435 548880.0775223008, 184466.0089682704 548879.5455937219)))",다사403491,0,0,0,0,0,0,0,0,11,서울특별시,1,27,12,6,4,3,0,0,0,0
64,"MULTIPOLYGON (((184464.94508936885 549079.6146049693, 184464.41313358516 549179.6491105389, 184564.44764457928 549180.181071786, 184564.97960040072 549080.1465553291, 184464.94508936885 549079.6146049693)))",다사403493,0,0,0,0,0,0,0,0,11,서울특별시,0,28,6,3,2,0,0,0,0,0
65,"MULTIPOLYGON (((184584.12275666383 545478.9039382882, 184583.59119294092 545578.9384560734, 184683.62571615342 545579.4700252624, 184684.15727991404 545479.4354965822, 184584.12275666383 545478.9039382882)))",다사404457,0,0,0,0,0,0,0,0,11,서울특별시,0,18,3,0,0,0,0,0,0,0
