id,geom,grid_id,p_val,p_m,p_w,d_csv,d_coffee,d_kfood,d_pharm,d_salon,sido_cd,sido_nm,버스정류장수,1km이내_버스정류장_수,500m이내_버스정류장_수,300m이내_버스정류장_수,200m이내_버스정류장_수,100m이내_버스정류장_수,당월_매출_금액,당월_매출_건수,개업_점포_수,폐업_점포_수
38,"MULTIPOLYGON (((184482.49352056778 545778.4759005946, 184481.96192420024 545878.5104073737, 184581.9964364101 545879.0420092067, 184582.52803281468 545779.007491532, 184482.49352056778 545778.4759005946)))",다사403460,0,0,0,0,0,0,0,0,11,서울특별시,0,13,3,0,0,0,0,0,0,0
673,"MULTIPOLYGON (((186177.2335440457 546887.8945612126, 186176.7018272134 546987.929252756, 186276.73652418444 546988.4609750544, 186277.2682410542 546888.4262726195, 186177.2335440457 546887.8945612126)))",다사420471,371,182,189,0,0,0,0,0,11,서울특별시,0,32,5,4,2,0,0,0,0,0
71,"MULTIPOLYGON (((184580.9332109195 546079.1110444466, 184580.40158183675 546179.1455620108, 184680.4361048275 546179.677196559, 184680.96773394992 546079.6426681024, 184580.9332109195 546079.1110444466)))",다사404463,654,316,338,0,0,0,0,0,11,서울특별시,0,14,5,3,1,0,0,0,0,0
682,"MULTIPOLYGON (((186284.71113351983 545487.9404344127, 186284.1795691491 545587.9751373962, 186384.2142775603 545588.5067072326, 186384.74584196915 545488.4719933539, 186284.71113351983 545487.9404344127)))",다사421457,623,278,345,0,0,0,0,0,11,서울특별시,0,31,10,6,2,1,0,0,0,0
683,"MULTIPOLYGON (((186284.1795691491 545587.9751373962, 186283.6479938865 545688.0098403395, 186383.68270226 545688.5414210687, 186384.2142775603 545588.5067072326, 186284.1795691491 545587.9751373962)))",다사421458,0,0,0,0,0,0,0,0,11,서울특별시,1,31,11,6,2,2,0,0,0,0
684,"MULTIPOLYGON (((186283.6479938865 545688.0098403395, 186283.11640773134 545788.0445432446, 186383.15111606306 545788.5761348682, 186383.68270226 545688.5414210687, 186283.6479938865 545688.0098403395)))",다사421459,0,0,0,0,0,0,0,0,11,서울특별시,0,31,11,4,2,0,0,0,0,0
703,"MULTIPOLYGON (((186385.2773954827 545388.4372794377, 186384.74584196915 545488.4719933539, 186484.7805613138 545489.0035523361, 186485.31211486526 545388.9688275234, 186385.2773954827 545388.4372794377)))",다사422456,0,0,0,0,0,0,0,0,11,서울특별시,0,30,11,4,0,0,0,0,0,0
704,"MULTIPOLYGON (((186384.74584196915 545488.4719933539, 186384.2142775603 545588.5067072326, 186484.2489968652 545589.0382771057, 186484.7805613138 545489.0035523361, 186384.74584196915 545488.4719933539)))",다사422457,0,0,0,0,0,0,0,0,11,서울특별시,0,33,11,3,2,0,0,0,0,0
705,"MULTIPOLYGON (((186384.2142775603 545588.5067072326, 186383.68270226 545688.5414210687, 186483.71742152562 545689.0730018376, 186484.2489968652 545589.0382771057, 186384.2142775603 545588.5067072326)))",다사422458,0,0,0,0,0,0,0,0,11,서울특별시,0,29,11,2,2,1,0,0,0,0
706,"MULTIPOLYGON (((186383.68270226 545688.5414210687, 186383.15111606306 545788.5761348682, 186483.18583528983 545789.1077265299, 186483.71742152562 545689.0730018376, 186383.68270226 545688.5414210687)))",다사422459,128,66,62,0,0,0,0,1,11,서울특별시,0,32,11,3,2,0,0,0,0,0
72,"MULTIPOLYGON (((184580.40158183675 546179.1455620108, 184579.8699418578 546279.1800795384, 184679.90446481382 546279.7117249802, 184680.4361048275 546179.677196559, 184580.40158183675 546179.1455620108)))",다사404464,0,0,0,0,0,0,0,0,11,서울특별시,0,12,5,2,0,0,0,0,0,0
707,"MULTIPOLYGON (((186383.15111606306 545788.5761348682, 186382.61951897334 545888.6108486272, 186482.65423816166 545889.142451184, 186483.18583528983 545789.1077265299, 186383.15111606306 545788.5761348682)))",다사422460,167,79,88,0,0,0,0,0,11,서울특별시,0,29,6,3,0,0,0,0,0,0
128,"MULTIPOLYGON (((184669.2693771621 548280.4022856128, 184668.73750842197 548380.4368132557, 184768.77204149304 548380.9686874591, 184769.30391027028 548280.9341489254, 184669.2693771621 548280.4022856128)))",다사405485,338,186,152,0,0,1,0,3,11,서울특별시,0,34,12,7,4,0,259414121.9,699479.5,0.662698413,0.73015873
129,"MULTIPOLYGON (((184668.73750842197 548380.4368132557, 184668.20562879276 548480.4713408618, 184768.2401618248 548481.003225956, 184768.77204149304 548380.9686874591, 184668.73750842197 548380.4368132557)))",다사405486,313,149,164,1,1,2,0,1,11,서울특별시,1,33,13,9,7,2,299303087.4,730953,0.497863248,0.598290598
130,"MULTIPOLYGON (((184668.20562879276 548480.4713408618, 184667.67373827164 548580.5058684311, 184767.70827126727 548581.0377644161, 184768.2401618248 548481.003225956, 184668.20562879276 548480.4713408618)))",다사405487,309,150,159,0,1,1,0,1,11,서울특별시,0,32,17,9,7,3,299303087.4,730953,0.497863248,0.598290598
131,"MULTIPOLYGON (((184667.67373827164 548580.5058684311, 184667.14183686022 548680.5403959642, 184767.1763698198 548681.0723028373, 184767.70827126727 548581.0377644161, 184667.67373827164 548580.5058684311)))",다사405488,375,190,185,1,0,0,0,0,11,서울특별시,2,30,17,10,6,4,432261124.5,465392,0.434731935,0.593240093
132,"MULTIPOLYGON (((184667.14183686022 548680.5403959642, 184666.60992456012 548780.5749234598, 184766.64445748177 548781.1068412216, 184767.1763698198 548681.0723028373, 184667.14183686022 548680.5403959642)))",다사405489,77,53,24,0,2,1,0,0,11,서울특별시,0,29,17,12,6,1,432261124.5,465392,0.434731935,0.593240093
133,"MULTIPOLYGON (((184666.60992456012 548780.5749234598, 184666.07800137077 548880.6094509179, 184766.11253425485 548881.1413795712, 184766.64445748177 548781.1068412216, 184666.60992456012 548780.5749234598)))",다사405490,156,82,74,0,3,4,0,2,11,서울특별시,0,31,17,9,5,2,730199793.2,842912,0.484848485,0.878787879
744,"MULTIPOLYGON (((186474.6789740782 547389.6633162559, 186474.14720266793 547489.6980402784, 186574.18193211776 547490.2298171534, 186574.71370356609 547390.1950822395, 186474.6789740782 547389.6633162559)))",다사423476,554,275,279,0,0,0,0,0,11,서울특별시,0,24,1,0,0,0,246225955.3,536607,0.314285714,0.542857143
708,"MULTIPOLYGON (((186382.61951897334 545888.6108486272, 186382.08791099017 545988.6455623487, 186482.12263013824 545989.1771757978, 186482.65423816166 545889.142451184, 186382.61951897334 545888.6108486272)))",다사422461,0,0,0,0,0,0,0,0,11,서울특별시,0,32,6,0,0,0,0,0,0,0
709,"MULTIPOLYGON (((186382.08791099017 545988.6455623487, 186381.5562921152 546088.6802760297, 186481.59101122338 546089.2119003725, 186482.12263013824 545989.1771757978, 186382.08791099017 545988.6455623487)))",다사422462,0,0,0,0,0,0,0,0,11,서울특별시,0,34,5,0,0,0,0,0,0,0
712,"MULTIPOLYGON (((186380.49302168246 546288.7497032745, 186379.9613701257 546388.7844168374, 186479.99608911693 546389.3160738583, 186480.52774071228 546289.2813494024, 186380.49302168246 546288.7497032745)))",다사422465,535,253,282,0,0,0,0,0,11,서울특별시,0,36,3,0,0,0,0,0,0,0
713,"MULTIPOLYGON (((186379.9613701257 546388.7844168374, 186379.4297076767 546488.8191303613, 186479.4644266275 546489.3507982765, 186479.99608911693 546389.3160738583, 186379.9613701257 546388.7844168374)))",다사422466,358,171,187,0,0,0,0,0,11,서울특별시,0,31,4,0,0,0,0,0,0,0
714,"MULTIPOLYGON (((186379.4297076767 546488.8191303613, 186378.89803433703 546588.853843847, 186478.93275324785 546589.3855226537, 186479.4644266275 546489.3507982765, 186379.4297076767 546488.8191303613)))",다사422467,833,420,413,2,0,0,0,0,11,서울특별시,0,33,5,2,0,0,0,0,0,0
715,"MULTIPOLYGON (((186378.89803433703 546588.853843847, 186378.3663501016 546688.8885572923, 186478.401068975 546689.420246992, 186478.93275324785 546589.3855226537, 186378.89803433703 546588.853843847)))",다사422468,238,121,117,0,0,1,0,1,11,서울특별시,0,32,6,3,0,0,0,0,0,0
753,"MULTIPOLYGON (((186581.62574122372 546089.7435247542, 186581.09411137577 546189.7782601824, 186681.12885222968 546190.309895498, 186681.66048211796 546090.2751491755, 186581.62574122372 546089.7435247542)))",다사424463,0,0,0,0,0,0,0,0,11,서울특별시,0,38,3,0,0,0,0,0,0,0
725,"MULTIPOLYGON (((186484.7805613138 545489.0035523361, 186484.2489968652 545589.0382771057, 186584.28372706342 545589.5698470192, 186584.81529155106 545489.5351113538, 186484.7805613138 545489.0035523361)))",다사423457,0,0,0,0,0,0,0,0,11,서울특별시,0,32,8,2,0,0,0,0,0,0
726,"MULTIPOLYGON (((186484.2489968652 545589.0382771057, 186483.71742152562 545689.0730018376, 186583.75215168291 545689.6045826462, 186584.28372706342 545589.5698470192, 186484.2489968652 545589.0382771057)))",다사423458,0,0,0,0,0,0,0,0,11,서울특별시,0,29,9,4,1,0,0,0,0,0
731,"MULTIPOLYGON (((186481.59101122338 546089.2119003725, 186481.0593814142 546189.246624907, 186581.09411137577 546189.7782601824, 186581.62574122372 546089.7435247542, 186481.59101122338 546089.2119003725)))",다사423463,0,0,0,0,0,0,0,0,11,서울특별시,0,35,2,0,0,0,0,0,0,0
732,"MULTIPOLYGON (((186481.0593814142 546189.246624907, 186480.52774071228 546289.2813494024, 186580.56247063325 546289.8129955714, 186581.09411137577 546189.7782601824, 186481.0593814142 546189.246624907)))",다사423464,0,0,0,0,0,0,0,0,11,서울특별시,0,36,2,0,0,0,0,0,0,0
